Kód ORP,Název ORP,Kód okresu,Název okresu,Kód kraje,Název kraje,Lidé v exekuci (2021) [%],Lidé v exekuci (2021) / Průměr ČR [%],Lidé v exekuci (2021) / Průměr kraje [%],Lidé v exekuci (2021) / Průměr okresu [%],Lidé v exekuci (2021) / Průměr sociálně podobných ORP [%],Podíl lidí bez středního vzdělání (2021) [%],Podíl lidí bez středního vzdělání (2021) / Průměr ČR [%],Podíl lidí bez středního vzdělání (2021) / Průměr kraje [%],Podíl lidí bez středního vzdělání (2021) / Průměr okresu [%],Podíl lidí bez středního vzdělání (2021) / Průměr sociálně podobných ORP [%],Domácnosti čerpající přídavek na živobytí (2020) [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr ČR [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr kraje [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr okresu [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr sociálně podobných ORP [%],Propadání (průměr 2015–2021) [%],Propadání (průměr 2015–2021) / Průměr ČR [%],Propadání (průměr 2015–2021) / Průměr kraje [%],Propadání (průměr 2015–2021) / Průměr okresu [%],Propadání (průměr 2015–2021) / Průměr sociálně podobných ORP [%],Názvy sociálně podobných ORP,Kódy sociálně podobných ORP
2101,Benešov,40169,Benešov,3026,Středočeský kraj,4.1,6.3,5.0,4.1,4.4,11.8,13.2,12.7,12.2,13.3,0.5,3.9,2.3,1.2,2.1,0.5,1.4,1.2,0.4,1.4,"Blovice, Bystřice nad Pernštejnem, Bystřice pod Hostýnem, Hořice, Hořovice, Hradec Králové, Hustopeče, Chrudim, Jihlava, Klatovy, Konice, Kyjov, Litovel, Mohelnice, Praha, Rychnov nad Kněžnou, Veselí nad Moravou, Vysoké Mýto, Vyškov, Zábřeh","3201, 6101, 7201, 5204, 2108, 5205, 6207, 5304, 6105, 3205, 7103, 6210, 7105, 7106, 1000, 5213, 6218, 5314, 6219, 7113"
2125,Vlašim,40169,Benešov,3026,Středočeský kraj,4.3,6.3,5.0,4.1,3.8,12.1,13.2,12.7,12.2,13.1,3.1,3.9,2.3,1.2,1.6,0.5,1.4,1.2,0.4,0.7,"Blansko, Dobruška, Frenštát pod Radhoštěm, Holice, Jilemnice, Lanškroun, Náměšť nad Oslavou, Nová Paka, Nové Město na Moravě, Nové Město nad Metují, Pacov, Pelhřimov, Rosice, Telč, Třinec, Turnov, Valašské Meziříčí, Vsetín, Zlín, Židlochovice","6201, 5202, 8105, 5303, 5104, 5306, 6107, 5210, 6108, 5211, 6109, 6110, 6214, 6112, 8121, 5109, 7210, 7212, 7213, 6221"
2126,Votice,40169,Benešov,3026,Středočeský kraj,4.2,6.3,5.0,4.1,4.8,14.4,13.2,12.7,12.2,13.2,1.3,3.9,2.3,1.2,2.1,0.0,1.4,1.2,0.4,1.4,"Bystřice pod Hostýnem, České Budějovice, Dobříš, Ivančice, Jičín, Jihlava, Kostelec nad Orlicí, Milevsko, Mohelnice, Náchod, Opava, Otrokovice, Pardubice, Poděbrady, Přelouč, Rokycany, Sedlčany, Trhové Sviny, Ústí nad Orlicí, Železný Brod","7201, 3102, 2107, 6208, 5207, 6105, 5208, 3107, 7106, 5209, 8117, 7205, 5309, 2119, 5311, 3211, 2123, 3113, 5313, 5110"
2102,Beroun,40177,Beroun,3026,Středočeský kraj,4.4,6.3,5.0,4.4,5.7,11.9,13.2,12.7,12.0,14.4,1.7,3.9,2.3,1.9,3.0,0.9,1.4,1.2,1.1,1.6,"Bílovec, Bučovice, Česká Třebová, Český Brod, Domažlice, Dvůr Králové nad Labem, Jindřichův Hradec, Kralovice, Kutná Hora, Lipník nad Bečvou, Mladá Boleslav, Moravský Krumlov, Nepomuk, Nový Bydžov, Nový Jičín, Semily, Soběslav, Stod, Třeboň, Vrchlabí","8101, 6205, 5301, 2106, 3202, 5203, 3105, 3206, 2112, 7104, 2115, 6212, 3207, 5212, 8115, 5107, 3110, 3212, 3114, 5215"
2108,Hořovice,40177,Beroun,3026,Středočeský kraj,4.3,6.3,5.0,4.4,4.1,12.2,13.2,12.7,12.0,13.0,2.2,3.9,2.3,1.9,1.7,1.3,1.4,1.2,1.1,1.1,"Benešov, Blansko, Boskovice, Holešov, Horažďovice, Hořice, Hustopeče, Konice, Kyjov, Litovel, Mnichovo Hradiště, Nové Město nad Metují, Praha, Přeštice, Rychnov nad Kněžnou, Světlá nad Sázavou, Třebíč, Uherské Hradiště, Vysoké Mýto, Vyškov","2101, 6201, 6202, 7202, 3203, 5204, 6207, 7103, 6210, 7105, 2116, 5211, 1000, 3210, 5213, 6111, 6113, 7207, 5314, 6219"
2109,Kladno,40185,Kladno,3026,Středočeský kraj,7.2,6.3,5.0,7.2,7.0,14.2,13.2,12.7,14.5,15.3,5.8,3.9,2.3,5.4,4.7,1.5,1.4,1.2,1.7,1.8,"Český Těšín, Horšovský Týn, Jablonec nad Nisou, Jaroměř, Kaplice, Králíky, Liberec, Litoměřice, Lovosice, Mělník, Moravská Třebová, Neratovice, Prachatice, Přerov, Roudnice nad Labem, Slaný, Svitavy, Šternberk, Šumperk, Trutnov","8104, 3204, 5103, 5206, 3106, 5305, 5105, 4205, 4208, 2114, 5308, 2117, 3109, 7109, 4211, 2124, 5312, 7110, 7111, 5214"
2124,Slaný,40185,Kladno,3026,Středočeský kraj,7.3,6.3,5.0,7.2,7.5,15.5,13.2,12.7,14.5,15.3,4.4,3.9,2.3,5.4,4.9,2.2,1.4,1.2,1.7,1.8,"Bohumín, Český Krumlov, Jablonec nad Nisou, Jaroměř, Kaplice, Karlovy Vary, Kladno, Liberec, Litoměřice, Lovosice, Mělník, Neratovice, Odry, Prachatice, Přerov, Roudnice nad Labem, Šternberk, Šumperk, Tachov, Trutnov","8102, 3103, 5103, 5206, 3106, 4103, 2109, 5105, 4205, 4208, 2114, 2117, 8116, 3109, 7109, 4211, 7110, 7111, 3215, 5214"
2106,Český Brod,40193,Kolín,3026,Středočeský kraj,6.2,6.3,5.0,6.2,5.6,14.2,13.2,12.7,13.8,14.4,1.3,3.9,2.3,3.2,3.2,1.4,1.4,1.2,1.4,1.7,"Beroun, Bílovec, Bučovice, Česká Třebová, Dvůr Králové nad Labem, Jindřichův Hradec, Kralovice, Kutná Hora, Lipník nad Bečvou, Moravský Krumlov, Nový Bydžov, Rakovník, Stod, Třeboň, Vrchlabí","2102, 8101, 6205, 5301, 5203, 3105, 3206, 2112, 7104, 6212, 5212, 2121, 3212, 3114, 5215"
2110,Kolín,40193,Kolín,3026,Středočeský kraj,6.2,6.3,5.0,6.2,6.4,13.7,13.2,12.7,13.8,14.7,3.7,3.9,2.3,3.2,3.7,1.4,1.4,1.2,1.4,1.5,"Brno, Čáslav, Český Těšín, Hodonín, Horšovský Týn, Králíky, Lysá nad Labem, Mikulov, Moravská Třebová, Neratovice, Plzeň, Prachatice, Příbram, Roudnice nad Labem, Svitavy, Šumperk, Trutnov, Týn nad Vltavou, Vimperk, Znojmo","6203, 2104, 8104, 6206, 3204, 5305, 2113, 6211, 5308, 2117, 3209, 3109, 2120, 4211, 5312, 7111, 5214, 3115, 3116, 6220"
2104,Čáslav,40207,Kutná Hora,3026,Středočeský kraj,5.7,6.3,5.0,5.8,5.5,12.3,13.2,12.7,12.8,14.3,3.7,3.9,2.3,2.8,2.8,1.7,1.4,1.2,1.6,1.2,"Brno, Český Těšín, Hodonín, Horšovský Týn, Jablunkov, Kolín, Králíky, Litomyšl, Luhačovice, Lysá nad Labem, Mikulov, Moravská Třebová, Plzeň, Příbram, Říčany, Svitavy, Šlapanice, Týn nad Vltavou, Vimperk, Znojmo","6203, 8104, 6206, 3204, 8110, 2110, 5305, 5307, 7204, 2113, 6211, 5308, 3209, 2120, 2122, 5312, 6216, 3115, 3116, 6220"
2112,Kutná Hora,40207,Kutná Hora,3026,Středočeský kraj,5.9,6.3,5.0,5.8,5.7,13.1,13.2,12.7,12.8,14.6,2.3,3.9,2.3,2.8,3.1,1.5,1.4,1.2,1.6,1.6,"Beroun, Bílovec, Bučovice, Česká Třebová, Český Brod, Dvůr Králové nad Labem, Jindřichův Hradec, Kralovice, Lipník nad Bečvou, Moravský Krumlov, Nepomuk, Nový Bydžov, Rakovník, Stod, Třeboň, Vrchlabí","2102, 8101, 6205, 5301, 2106, 5203, 3105, 3206, 7104, 6212, 3207, 5212, 2121, 3212, 3114, 5215"
2111,Kralupy nad Vltavou,40215,Mělník,3026,Středočeský kraj,5.2,6.3,5.0,6.2,5.1,13.0,13.2,12.7,13.7,13.9,2.7,3.9,2.3,5.2,2.7,1.8,1.4,1.2,1.9,1.5,"Blatná, Břeclav, Dačice, Frýdek-Místek, Hlučín, Hranice, Kopřivnice, Kroměříž, Moravské Budějovice, Nymburk, Nýřany, Písek, Poděbrady, Pohořelice, Prostějov, Strakonice, Sušice, Tábor, Trhové Sviny, Vodňany","3101, 6204, 3104, 8106, 8109, 7101, 8112, 7203, 6106, 2118, 3208, 3108, 2119, 6213, 7108, 3111, 3214, 3112, 3113, 3117"
2114,Mělník,40215,Mělník,3026,Středočeský kraj,6.6,6.3,5.0,6.2,7.3,14.2,13.2,12.7,13.7,15.3,6.1,3.9,2.3,5.2,4.8,1.5,1.4,1.2,1.9,1.8,"Bohumín, Český Krumlov, Jablonec nad Nisou, Jaroměř, Kaplice, Kladno, Liberec, Litoměřice, Lovosice, Neratovice, Odry, Prachatice, Přerov, Roudnice nad Labem, Slaný, Svitavy, Šternberk, Šumperk, Tachov, Trutnov","8102, 3103, 5103, 5206, 3106, 2109, 5105, 4205, 4208, 2117, 8116, 3109, 7109, 4211, 2124, 5312, 7110, 7111, 3215, 5214"
2117,Neratovice,40215,Mělník,3026,Středočeský kraj,6.7,6.3,5.0,6.2,6.9,13.9,13.2,12.7,13.7,15.2,6.5,3.9,2.3,5.2,4.7,2.4,1.4,1.2,1.9,1.8,"Český Těšín, Horšovský Týn, Jablonec nad Nisou, Jaroměř, Kladno, Kolín, Králíky, Liberec, Litoměřice, Lovosice, Mělník, Moravská Třebová, Prachatice, Přerov, Roudnice nad Labem, Slaný, Svitavy, Šternberk, Šumperk, Trutnov","8104, 3204, 5103, 5206, 2109, 2110, 5305, 5105, 4205, 4208, 2114, 5308, 3109, 7109, 4211, 2124, 5312, 7110, 7111, 5214"
2115,Mladá Boleslav,40223,Mladá Boleslav,3026,Středočeský kraj,5.9,6.3,5.0,5.6,5.4,12.5,13.2,12.7,12.5,14.1,1.5,3.9,2.3,1.4,2.6,1.4,1.4,1.2,1.4,1.4,"Beroun, Bučovice, Domažlice, Kopřivnice, Kravaře, Kroměříž, Moravský Krumlov, Nepomuk, Nový Jičín, Nymburk, Olomouc, Písek, Prostějov, Semily, Soběslav, Stod, Strakonice, Uničov, Vodňany, Vrchlabí","2102, 6205, 3202, 8112, 8113, 7203, 6212, 3207, 8115, 2118, 7107, 3108, 7108, 5107, 3110, 3212, 3111, 7112, 3117, 5215"
2116,Mnichovo Hradiště,40223,Mladá Boleslav,3026,Středočeský kraj,4.0,6.3,5.0,5.6,4.0,12.3,13.2,12.7,12.5,13.4,0.4,3.9,2.3,1.4,1.9,2.0,1.4,1.2,1.4,0.9,"Blansko, Boskovice, Frenštát pod Radhoštěm, Holešov, Horažďovice, Hořice, Hořovice, Hustopeče, Konice, Lanškroun, Litovel, Nové Město na Moravě, Nové Město nad Metují, Přeštice, Rosice, Světlá nad Sázavou, Třebíč, Uherské Hradiště, Vsetín, Vyškov","6201, 6202, 8105, 7202, 3203, 5204, 2108, 6207, 7103, 5306, 7105, 6108, 5211, 3210, 6214, 6111, 6113, 7207, 7212, 6219"
2113,Lysá nad Labem,40231,Nymburk,3026,Středočeský kraj,3.5,6.3,5.0,4.5,6.0,14.2,13.2,12.7,13.2,14.5,2.7,3.9,2.3,2.2,3.1,0.9,1.4,1.2,0.9,1.3,"Brno, Čáslav, Český Těšín, Hodonín, Horšovský Týn, Jablunkov, Kolín, Králíky, Luhačovice, Mikulov, Moravská Třebová, Plzeň, Prachatice, Příbram, Roudnice nad Labem, Svitavy, Šlapanice, Týn nad Vltavou, Vimperk, Znojmo","6203, 2104, 8104, 6206, 3204, 8110, 2110, 5305, 7204, 6211, 5308, 3209, 3109, 2120, 4211, 5312, 6216, 3115, 3116, 6220"
2118,Nymburk,40231,Nymburk,3026,Středočeský kraj,5.0,6.3,5.0,4.5,5.1,13.3,13.2,12.7,13.2,13.8,2.5,3.9,2.3,2.2,2.8,1.1,1.4,1.2,0.9,1.4,"Břeclav, Dačice, Frýdek-Místek, Hlučín, Hranice, Kopřivnice, Kralupy nad Vltavou, Kravaře, Kroměříž, Mladá Boleslav, Nýřany, Olomouc, Písek, Pohořelice, Prostějov, Strakonice, Sušice, Tábor, Uničov, Vodňany","6204, 3104, 8106, 8109, 7101, 8112, 2111, 8113, 7203, 2115, 3208, 7107, 3108, 6213, 7108, 3111, 3214, 3112, 7112, 3117"
2119,Poděbrady,40231,Nymburk,3026,Středočeský kraj,4.8,6.3,5.0,4.5,4.8,12.1,13.2,12.7,13.2,13.7,1.4,3.9,2.3,2.2,2.4,0.7,1.4,1.2,0.9,1.6,"Blatná, České Budějovice, Dačice, Frýdek-Místek, Hlučín, Hranice, Ivančice, Jičín, Kostelec nad Orlicí, Kralupy nad Vltavou, Moravské Budějovice, Opava, Pardubice, Pohořelice, Přelouč, Rokycany, Sušice, Tábor, Trhové Sviny, Votice","3101, 3102, 3104, 8106, 8109, 7101, 6208, 5207, 5208, 2111, 6106, 8117, 5309, 6213, 5311, 3211, 3214, 3112, 3113, 2126"
2103,Brandýs nad Labem-Stará Boleslav,40240,Praha-východ,3026,Středočeský kraj,3.5,6.3,5.0,3.3,3.4,11.2,13.2,12.7,11.0,12.8,0.7,3.9,2.3,0.4,1.1,0.9,1.4,1.2,0.8,0.9,"Černošice, Frýdlant nad Ostravicí, Havlíčkův Brod, Hlinsko, Holice, Humpolec, Chotěboř, Kuřim, Pacov, Polička, Rožnov pod Radhoštěm, Slavkov u Brna, Třinec, Turnov, Uherský Brod, Valašské Klobouky, Zlín, Žamberk, Žďár nad Sázavou, Židlochovice","2105, 8107, 6102, 5302, 5303, 6103, 6104, 6209, 6109, 5310, 7206, 6215, 8121, 5109, 7208, 7209, 7213, 5315, 6115, 6221"
2122,Říčany,40240,Praha-východ,3026,Středočeský kraj,3.0,6.3,5.0,3.3,4.3,10.7,13.2,12.7,11.0,13.0,0.0,3.9,2.3,0.4,1.5,0.8,1.4,1.2,0.8,0.9,"Čáslav, Černošice, Frýdlant nad Ostravicí, Hodonín, Humpolec, Jablunkov, Kuřim, Litomyšl, Luhačovice, Mikulov, Plzeň, Polička, Příbram, Šlapanice, Tišnov, Týn nad Vltavou, Velké Meziříčí, Vimperk, Vizovice, Žďár nad Sázavou","2104, 2105, 8107, 6206, 6103, 8110, 6209, 5307, 7204, 6211, 3209, 5310, 2120, 6216, 6217, 3115, 6114, 3116, 7211, 6115"
2105,Černošice,40258,Praha-západ,3026,Středočeský kraj,3.2,6.3,5.0,3.2,3.3,10.8,13.2,12.7,10.8,12.6,0.3,3.9,2.3,0.3,1.0,0.4,1.4,1.2,0.4,0.9,"Brandýs nad Labem-Stará Boleslav, Frýdlant nad Ostravicí, Havlíčkův Brod, Hlinsko, Humpolec, Jablunkov, Kuřim, Litomyšl, Luhačovice, Polička, Říčany, Slavkov u Brna, Šlapanice, Tišnov, Týn nad Vltavou, Valašské Klobouky, Velké Meziříčí, Vizovice, Žamberk, Žďár nad Sázavou","2103, 8107, 6102, 5302, 6103, 8110, 6209, 5307, 7204, 5310, 2122, 6215, 6216, 6217, 3115, 7209, 6114, 7211, 5315, 6115"
2107,Dobříš,40266,Příbram,3026,Středočeský kraj,4.1,6.3,5.0,4.6,4.6,11.5,13.2,12.7,13.7,13.5,1.0,3.9,2.3,2.5,2.4,1.6,1.4,1.2,1.3,1.2,"Blovice, Bystřice nad Pernštejnem, Bystřice pod Hostýnem, Hradec Králové, Chrudim, Jihlava, Klatovy, Milevsko, Mohelnice, Náchod, Opava, Otrokovice, Pardubice, Rokycany, Sedlčany, Ústí nad Orlicí, Veselí nad Moravou, Votice, Zábřeh, Železný Brod","3201, 6101, 7201, 5205, 5304, 6105, 3205, 3107, 7106, 5209, 8117, 7205, 5309, 3211, 2123, 5313, 6218, 2126, 7113, 5110"
2120,Příbram,40266,Příbram,3026,Středočeský kraj,4.8,6.3,5.0,4.6,5.4,14.1,13.2,12.7,13.7,14.1,3.2,3.9,2.3,2.5,2.6,1.2,1.4,1.2,1.3,1.2,"Brno, Čáslav, Český Těšín, Hodonín, Horšovský Týn, Jablunkov, Kolín, Králíky, Litomyšl, Luhačovice, Lysá nad Labem, Mikulov, Moravská Třebová, Plzeň, Říčany, Šlapanice, Týn nad Vltavou, Vimperk, Vizovice, Znojmo","6203, 2104, 8104, 6206, 3204, 8110, 2110, 5305, 5307, 7204, 2113, 6211, 5308, 3209, 2122, 6216, 3115, 3116, 7211, 6220"
2123,Sedlčany,40266,Příbram,3026,Středočeský kraj,4.4,6.3,5.0,4.6,4.8,14.8,13.2,12.7,13.7,13.1,1.9,3.9,2.3,2.5,2.2,1.1,1.4,1.2,1.3,1.3,"Blovice, Bystřice pod Hostýnem, České Budějovice, Dobříš, Hradec Králové, Jičín, Jihlava, Klatovy, Kostelec nad Orlicí, Milevsko, Mohelnice, Náchod, Opava, Otrokovice, Pardubice, Přelouč, Rokycany, Ústí nad Orlicí, Votice, Železný Brod","3201, 7201, 3102, 2107, 5205, 5207, 6105, 3205, 5208, 3107, 7106, 5209, 8117, 7205, 5309, 5311, 3211, 5313, 2126, 5110"
2121,Rakovník,40274,Rakovník,3026,Středočeský kraj,6.0,6.3,5.0,6.0,6.0,14.8,13.2,12.7,14.8,14.1,1.8,3.9,2.3,1.8,3.9,1.7,1.4,1.2,1.7,1.5,"Bílovec, Česká Třebová, Český Brod, Dvůr Králové nad Labem, Jindřichův Hradec, Kralovice, Kutná Hora, Lipník nad Bečvou, Nový Bydžov, Třeboň","8101, 5301, 2106, 5203, 3105, 3206, 2112, 7104, 5212, 3114"
3102,České Budějovice,40282,České Budějovice,3034,Jihočeský kraj,5.1,6.3,5.8,5.1,4.8,11.3,13.2,13.4,11.8,13.7,1.9,3.9,3.0,2.0,2.3,1.3,1.4,1.3,1.4,1.6,"Blatná, Hranice, Ivančice, Jičín, Kostelec nad Orlicí, Milevsko, Moravské Budějovice, Náchod, Opava, Pardubice, Poděbrady, Pohořelice, Přelouč, Rokycany, Sedlčany, Sušice, Trhové Sviny, Ústí nad Orlicí, Votice, Železný Brod","3101, 7101, 6208, 5207, 5208, 3107, 6106, 5209, 8117, 5309, 2119, 6213, 5311, 3211, 2123, 3214, 3113, 5313, 2126, 5110"
3113,Trhové Sviny,40282,České Budějovice,3034,Jihočeský kraj,4.9,6.3,5.8,5.1,4.8,15.3,13.2,13.4,11.8,13.6,1.1,3.9,3.0,2.0,2.3,2.3,1.4,1.3,1.4,1.5,"Blatná, České Budějovice, Dačice, Hlučín, Hranice, Ivančice, Jičín, Kostelec nad Orlicí, Kralupy nad Vltavou, Moravské Budějovice, Opava, Pardubice, Poděbrady, Pohořelice, Přelouč, Rokycany, Sušice, Tábor, Ústí nad Orlicí, Votice","3101, 3102, 3104, 8109, 7101, 6208, 5207, 5208, 2111, 6106, 8117, 5309, 2119, 6213, 5311, 3211, 3214, 3112, 5313, 2126"
3115,Týn nad Vltavou,40282,České Budějovice,3034,Jihočeský kraj,6.2,6.3,5.8,5.1,4.6,13.5,13.2,13.4,11.8,13.3,4.5,3.9,3.0,2.0,1.9,1.4,1.4,1.3,1.4,0.9,"Brno, Čáslav, Černošice, Hodonín, Jablunkov, Kolín, Litomyšl, Luhačovice, Lysá nad Labem, Mikulov, Plzeň, Polička, Příbram, Říčany, Šlapanice, Tišnov, Velké Meziříčí, Vimperk, Vizovice, Znojmo","6203, 2104, 2105, 6206, 8110, 2110, 5307, 7204, 2113, 6211, 3209, 5310, 2120, 2122, 6216, 6217, 6114, 3116, 7211, 6220"
3103,Český Krumlov,40291,Český Krumlov,3034,Jihočeský kraj,8.7,6.3,5.8,9.1,8.5,16.8,13.2,13.4,16.5,16.2,4.6,3.9,3.0,3.9,6.4,1.1,1.4,1.3,1.4,2.4,"Bohumín, Broumov, Jablonec nad Nisou, Jeseník, Kaplice, Karlovy Vary, Litoměřice, Louny, Mariánské Lázně, Mělník, Nový Bor, Odry, Ostrava, Přerov, Slaný, Stříbro, Šternberk, Tachov, Tanvald, Vítkov","8102, 5201, 5103, 7102, 3106, 4103, 4205, 4207, 4105, 2114, 5106, 8116, 8119, 7109, 2124, 3213, 7110, 3215, 5108, 8122"
3106,Kaplice,40291,Český Krumlov,3034,Jihočeský kraj,9.9,6.3,5.8,9.1,8.0,15.8,13.2,13.4,16.5,15.8,2.7,3.9,3.0,3.9,5.4,2.1,1.4,1.3,1.4,2.2,"Bohumín, Český Krumlov, Jablonec nad Nisou, Jaroměř, Jeseník, Karlovy Vary, Kladno, Liberec, Litoměřice, Lovosice, Mariánské Lázně, Mělník, Nový Bor, Odry, Přerov, Slaný, Stříbro, Šternberk, Tachov, Vítkov","8102, 3103, 5103, 5206, 7102, 4103, 2109, 5105, 4205, 4208, 4105, 2114, 5106, 8116, 7109, 2124, 3213, 7110, 3215, 8122"
3104,Dačice,40304,Jindřichův Hradec,3034,Jihočeský kraj,4.7,6.3,5.8,5.7,5.1,15.8,13.2,13.4,14.6,13.8,2.0,3.9,3.0,2.6,2.6,2.6,1.4,1.3,1.5,1.4,"Blatná, Břeclav, Frýdek-Místek, Hlučín, Hranice, Ivančice, Kopřivnice, Kralupy nad Vltavou, Kroměříž, Moravské Budějovice, Nymburk, Nýřany, Poděbrady, Pohořelice, Prostějov, Strakonice, Sušice, Tábor, Trhové Sviny, Vodňany","3101, 6204, 8106, 8109, 7101, 6208, 8112, 2111, 7203, 6106, 2118, 3208, 2119, 6213, 7108, 3111, 3214, 3112, 3113, 3117"
3105,Jindřichův Hradec,40304,Jindřichův Hradec,3034,Jihočeský kraj,5.9,6.3,5.8,5.7,5.7,14.6,13.2,13.4,14.6,14.0,2.3,3.9,3.0,2.6,3.5,1.0,1.4,1.3,1.5,1.5,"Beroun, Bílovec, Česká Třebová, Český Brod, Dvůr Králové nad Labem, Kralovice, Kutná Hora, Lipník nad Bečvou, Moravský Krumlov, Nový Bydžov, Rakovník, Třeboň","2102, 8101, 5301, 2106, 5203, 3206, 2112, 7104, 6212, 5212, 2121, 3114"
3114,Třeboň,40304,Jindřichův Hradec,3034,Jihočeský kraj,6.2,6.3,5.8,5.7,5.8,13.7,13.2,13.4,14.6,14.0,3.6,3.9,3.0,2.6,3.6,1.7,1.4,1.3,1.5,1.4,"Beroun, Bílovec, Česká Třebová, Český Brod, Dvůr Králové nad Labem, Jindřichův Hradec, Kralovice, Kutná Hora, Lipník nad Bečvou, Nový Bydžov, Rakovník","2102, 8101, 5301, 2106, 5203, 3105, 3206, 2112, 7104, 5212, 2121"
3107,Milevsko,40312,Písek,3034,Jihočeský kraj,4.5,6.3,5.8,5.0,4.7,12.9,13.2,13.4,13.0,13.3,1.9,3.9,3.0,4.3,2.3,1.2,1.4,1.3,1.3,1.2,"Blovice, Bystřice pod Hostýnem, České Budějovice, Dobříš, Hradec Králové, Jihlava, Klatovy, Kostelec nad Orlicí, Mohelnice, Náchod, Opava, Otrokovice, Pardubice, Rokycany, Sedlčany, Ústí nad Orlicí, Veselí nad Moravou, Votice, Zábřeh, Železný Brod","3201, 7201, 3102, 2107, 5205, 6105, 3205, 5208, 7106, 5209, 8117, 7205, 5309, 3211, 2123, 5313, 6218, 2126, 7113, 5110"
3108,Písek,40312,Písek,3034,Jihočeský kraj,5.2,6.3,5.8,5.0,5.5,13.0,13.2,13.4,13.0,13.9,5.1,3.9,3.0,4.3,2.6,1.3,1.4,1.3,1.3,1.2,"Břeclav, Bučovice, Domažlice, Frýdek-Místek, Kopřivnice, Kralupy nad Vltavou, Kravaře, Kroměříž, Mladá Boleslav, Nepomuk, Nový Jičín, Nymburk, Nýřany, Olomouc, Prostějov, Semily, Soběslav, Strakonice, Uničov, Vodňany","6204, 6205, 3202, 8106, 8112, 2111, 8113, 7203, 2115, 3207, 8115, 2118, 3208, 7107, 7108, 5107, 3110, 3111, 7112, 3117"
3109,Prachatice,40321,Prachatice,3034,Jihočeský kraj,6.6,6.3,5.8,6.6,6.5,14.8,13.2,13.4,14.8,14.9,3.4,3.9,3.0,3.0,4.5,1.2,1.4,1.3,1.3,1.6,"Brno, Český Těšín, Horšovský Týn, Jaroměř, Kladno, Kolín, Králíky, Liberec, Lovosice, Lysá nad Labem, Mělník, Moravská Třebová, Neratovice, Roudnice nad Labem, Slaný, Svitavy, Šumperk, Trutnov, Vimperk, Znojmo","6203, 8104, 3204, 5206, 2109, 2110, 5305, 5105, 4208, 2113, 2114, 5308, 2117, 4211, 2124, 5312, 7111, 5214, 3116, 6220"
3116,Vimperk,40321,Prachatice,3034,Jihočeský kraj,6.7,6.3,5.8,6.6,5.6,14.7,13.2,13.4,14.8,14.2,2.2,3.9,3.0,3.0,2.9,1.4,1.4,1.3,1.3,1.2,"Brno, Čáslav, Český Těšín, Hodonín, Horšovský Týn, Jablunkov, Kolín, Králíky, Luhačovice, Lysá nad Labem, Mikulov, Moravská Třebová, Plzeň, Prachatice, Příbram, Říčany, Svitavy, Šlapanice, Týn nad Vltavou, Znojmo","6203, 2104, 8104, 6206, 3204, 8110, 2110, 5305, 7204, 2113, 6211, 5308, 3209, 3109, 2120, 2122, 5312, 6216, 3115, 6220"
3101,Blatná,40339,Strakonice,3034,Jihočeský kraj,4.4,6.3,5.8,5.6,4.9,14.2,13.2,13.4,13.8,13.6,0.9,3.9,3.0,3.2,2.5,0.9,1.4,1.3,1.3,1.7,"Břeclav, České Budějovice, Dačice, Frýdek-Místek, Hlučín, Hranice, Ivančice, Jičín, Kostelec nad Orlicí, Kralupy nad Vltavou, Moravské Budějovice, Opava, Pardubice, Poděbrady, Pohořelice, Přelouč, Rokycany, Sušice, Tábor, Trhové Sviny","6204, 3102, 3104, 8106, 8109, 7101, 6208, 5207, 5208, 2111, 6106, 8117, 5309, 2119, 6213, 5311, 3211, 3214, 3112, 3113"
3111,Strakonice,40339,Strakonice,3034,Jihočeský kraj,5.8,6.3,5.8,5.6,5.3,13.6,13.2,13.4,13.8,13.9,4.8,3.9,3.0,3.2,2.6,1.4,1.4,1.3,1.3,1.2,"Břeclav, Dačice, Domažlice, Frýdek-Místek, Hlučín, Kopřivnice, Kralupy nad Vltavou, Kravaře, Kroměříž, Mladá Boleslav, Nový Jičín, Nymburk, Nýřany, Olomouc, Písek, Prostějov, Semily, Soběslav, Uničov, Vodňany","6204, 3104, 3202, 8106, 8109, 8112, 2111, 8113, 7203, 2115, 8115, 2118, 3208, 7107, 3108, 7108, 5107, 3110, 7112, 3117"
3117,Vodňany,40339,Strakonice,3034,Jihočeský kraj,5.9,6.3,5.8,5.6,5.2,14.1,13.2,13.4,13.8,13.7,0.0,3.9,3.0,3.2,3.0,1.4,1.4,1.3,1.3,1.2,"Břeclav, Dačice, Frýdek-Místek, Hlučín, Kopřivnice, Kralupy nad Vltavou, Kravaře, Kroměříž, Mladá Boleslav, Nový Jičín, Nymburk, Nýřany, Olomouc, Písek, Prostějov, Semily, Strakonice, Sušice, Tábor, Uničov","6204, 3104, 8106, 8109, 8112, 2111, 8113, 7203, 2115, 8115, 2118, 3208, 7107, 3108, 7108, 5107, 3111, 3214, 3112, 7112"
