Kód ORP,Název ORP,Kód okresu,Název okresu,Kód kraje,Název kraje,Lidé v exekuci (2021) [%],Lidé v exekuci (2021) / Průměr ČR [%],Lidé v exekuci (2021) / Průměr kraje [%],Lidé v exekuci (2021) / Průměr okresu [%],Lidé v exekuci (2021) / Průměr sociálně podobných ORP [%],Podíl lidí bez středního vzdělání (2021) [%],Podíl lidí bez středního vzdělání (2021) / Průměr ČR [%],Podíl lidí bez středního vzdělání (2021) / Průměr kraje [%],Podíl lidí bez středního vzdělání (2021) / Průměr okresu [%],Podíl lidí bez středního vzdělání (2021) / Průměr sociálně podobných ORP [%],Domácnosti čerpající přídavek na živobytí (2020) [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr ČR [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr kraje [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr okresu [%],Domácnosti čerpající přídavek na živobytí (2020) / Průměr sociálně podobných ORP [%],Propadání (průměr 2015–2021) [%],Propadání (průměr 2015–2021) / Průměr ČR [%],Propadání (průměr 2015–2021) / Průměr kraje [%],Propadání (průměr 2015–2021) / Průměr okresu [%],Propadání (průměr 2015–2021) / Průměr sociálně podobných ORP [%],Názvy sociálně podobných ORP,Kódy sociálně podobných ORP
8103,Bruntál,40860,Bruntál,3140,Moravskoslezský kraj,10.6,6.3,8.0,10.2,12.4,17.9,13.2,14.6,17.1,18.4,9.7,3.9,8.2,9.4,9.6,2.3,1.4,1.8,2.2,3.2,"Aš, Česká Lípa, Děčín, Frýdlant, Havířov, Cheb, Chomutov, Kadaň, Karviná, Kraslice, Most, Orlová, Ostrov, Rumburk, Rýmařov, Sokolov, Teplice, Ústí nad Labem, Varnsdorf, Žatec","4101, 5101, 4202, 5102, 8108, 4102, 4203, 4204, 8111, 4104, 4209, 8118, 4106, 4212, 8120, 4107, 4213, 4214, 4215, 4216"
8114,Krnov,40860,Bruntál,3140,Moravskoslezský kraj,9.8,6.3,8.0,10.2,10.3,16.3,13.2,14.6,17.1,17.3,10.7,3.9,8.2,9.4,8.5,1.9,1.4,1.8,2.2,3.1,"Broumov, Česká Lípa, Děčín, Havířov, Cheb, Jeseník, Karviná, Louny, Mariánské Lázně, Nový Bor, Orlová, Ostrava, Ostrov, Podbořany, Rýmařov, Stříbro, Tanvald, Varnsdorf, Vítkov, Žatec","5201, 5101, 4202, 8108, 4102, 7102, 8111, 4207, 4105, 5106, 8118, 8119, 4106, 4210, 8120, 3213, 5108, 4215, 8122, 4216"
8120,Rýmařov,40860,Bruntál,3140,Moravskoslezský kraj,10.4,6.3,8.0,10.2,10.5,17.2,13.2,14.6,17.1,17.5,5.0,3.9,8.2,9.4,9.4,2.9,1.4,1.8,2.2,2.9,"Broumov, Bruntál, Česká Lípa, Děčín, Havířov, Cheb, Kadaň, Karviná, Krnov, Louny, Nový Bor, Orlová, Ostrava, Ostrov, Podbořany, Tanvald, Teplice, Varnsdorf, Vítkov, Žatec","5201, 8103, 5101, 4202, 8108, 4102, 4204, 8111, 8114, 4207, 5106, 8118, 8119, 4106, 4210, 5108, 4213, 4215, 8122, 4216"
8106,Frýdek-Místek,40878,Frýdek-Místek,3140,Moravskoslezský kraj,5.5,6.3,8.0,4.9,5.0,12.1,13.2,14.6,12.8,13.9,3.3,3.9,8.2,2.4,2.7,0.6,1.4,1.8,0.5,1.5,"Blatná, Břeclav, Dačice, Hlučín, Hranice, Kopřivnice, Kralupy nad Vltavou, Kravaře, Kroměříž, Moravské Budějovice, Nymburk, Nýřany, Písek, Poděbrady, Pohořelice, Prostějov, Strakonice, Sušice, Tábor, Vodňany","3101, 6204, 3104, 8109, 7101, 8112, 2111, 8113, 7203, 6106, 2118, 3208, 3108, 2119, 6213, 7108, 3111, 3214, 3112, 3117"
8107,Frýdlant nad Ostravicí,40878,Frýdek-Místek,3140,Moravskoslezský kraj,3.1,6.3,8.0,4.9,3.1,11.7,13.2,14.6,12.8,12.6,0.4,3.9,8.2,2.4,0.9,0.7,1.4,1.8,0.5,0.8,"Brandýs nad Labem-Stará Boleslav, Černošice, Havlíčkův Brod, Hlinsko, Humpolec, Kuřim, Litomyšl, Luhačovice, Polička, Rožnov pod Radhoštěm, Říčany, Slavkov u Brna, Šlapanice, Tišnov, Uherský Brod, Valašské Klobouky, Velké Meziříčí, Vizovice, Žamberk, Žďár nad Sázavou","2103, 2105, 6102, 5302, 6103, 6209, 5307, 7204, 5310, 7206, 2122, 6215, 6216, 6217, 7208, 7209, 6114, 7211, 5315, 6115"
8110,Jablunkov,40878,Frýdek-Místek,3140,Moravskoslezský kraj,4.4,6.3,8.0,4.9,4.6,15.2,13.2,14.6,12.8,13.1,0.6,3.9,8.2,2.4,2.0,0.1,1.4,1.8,0.5,1.0,"Brno, Čáslav, Černošice, Hodonín, Kuřim, Litomyšl, Luhačovice, Lysá nad Labem, Mikulov, Plzeň, Polička, Příbram, Říčany, Šlapanice, Tišnov, Týn nad Vltavou, Velké Meziříčí, Vimperk, Vizovice, Znojmo","6203, 2104, 2105, 6206, 6209, 5307, 7204, 2113, 6211, 3209, 5310, 2120, 2122, 6216, 6217, 3115, 6114, 3116, 7211, 6220"
8121,Třinec,40878,Frýdek-Místek,3140,Moravskoslezský kraj,4.6,6.3,8.0,4.9,3.6,13.7,13.2,14.6,12.8,13.0,2.4,3.9,8.2,2.4,1.4,0.5,1.4,1.8,0.5,0.9,"Brandýs nad Labem-Stará Boleslav, Dobruška, Havlíčkův Brod, Hlinsko, Holice, Chotěboř, Náměšť nad Oslavou, Nová Paka, Pacov, Pelhřimov, Rožnov pod Radhoštěm, Slavkov u Brna, Telč, Turnov, Uherský Brod, Valašské Klobouky, Valašské Meziříčí, Vlašim, Zlín, Židlochovice","2103, 5202, 6102, 5302, 5303, 6104, 6107, 5210, 6109, 6110, 7206, 6215, 6112, 5109, 7208, 7209, 7210, 2125, 7213, 6221"
8102,Bohumín,40886,Karviná,3140,Moravskoslezský kraj,7.6,6.3,8.0,10.3,8.5,15.9,13.2,14.6,15.9,16.2,7.5,3.9,8.2,11.8,6.2,2.2,1.4,1.8,2.2,2.3,"Broumov, Český Krumlov, Jablonec nad Nisou, Jeseník, Kaplice, Karlovy Vary, Litoměřice, Lovosice, Mariánské Lázně, Mělník, Nový Bor, Odry, Ostrava, Přerov, Slaný, Stříbro, Šternberk, Tachov, Tanvald, Vítkov","5201, 3103, 5103, 7102, 3106, 4103, 4205, 4208, 4105, 2114, 5106, 8116, 8119, 7109, 2124, 3213, 7110, 3215, 5108, 8122"
8104,Český Těšín,40886,Karviná,3140,Moravskoslezský kraj,7.1,6.3,8.0,10.3,6.4,13.6,13.2,14.6,15.9,14.8,6.5,3.9,8.2,11.8,4.1,0.3,1.4,1.8,2.2,1.7,"Brno, Čáslav, Horšovský Týn, Jaroměř, Kladno, Kolín, Králíky, Liberec, Lovosice, Lysá nad Labem, Moravská Třebová, Neratovice, Prachatice, Příbram, Roudnice nad Labem, Svitavy, Šumperk, Trutnov, Vimperk, Znojmo","6203, 2104, 3204, 5206, 2109, 2110, 5305, 5105, 4208, 2113, 5308, 2117, 3109, 2120, 4211, 5312, 7111, 5214, 3116, 6220"
8108,Havířov,40886,Karviná,3140,Moravskoslezský kraj,10.8,6.3,8.0,10.3,10.3,15.1,13.2,14.6,15.9,17.3,12.3,3.9,8.2,11.8,8.7,2.5,1.4,1.8,2.2,3.0,"Broumov, Bruntál, Česká Lípa, Děčín, Cheb, Jeseník, Karviná, Krnov, Louny, Mariánské Lázně, Nový Bor, Orlová, Ostrava, Ostrov, Podbořany, Rýmařov, Tanvald, Varnsdorf, Vítkov, Žatec","5201, 8103, 5101, 4202, 4102, 7102, 8111, 8114, 4207, 4105, 5106, 8118, 8119, 4106, 4210, 8120, 5108, 4215, 8122, 4216"
8111,Karviná,40886,Karviná,3140,Moravskoslezský kraj,12.4,6.3,8.0,10.3,11.4,17.6,13.2,14.6,15.9,18.2,16.0,3.9,8.2,11.8,8.7,2.6,1.4,1.8,2.2,3.0,"Aš, Bruntál, Česká Lípa, Děčín, Frýdlant, Havířov, Cheb, Kadaň, Kraslice, Krnov, Louny, Orlová, Ostrov, Podbořany, Rumburk, Rýmařov, Tanvald, Teplice, Varnsdorf, Žatec","4101, 8103, 5101, 4202, 5102, 8108, 4102, 4204, 4104, 8114, 4207, 8118, 4106, 4210, 4212, 8120, 5108, 4213, 4215, 4216"
8118,Orlová,40886,Karviná,3140,Moravskoslezský kraj,10.4,6.3,8.0,10.3,12.2,16.4,13.2,14.6,15.9,18.4,11.4,3.9,8.2,11.8,9.5,2.1,1.4,1.8,2.2,3.1,"Aš, Bruntál, Česká Lípa, Děčín, Frýdlant, Havířov, Cheb, Kadaň, Karviná, Kraslice, Krnov, Most, Ostrov, Rumburk, Rýmařov, Sokolov, Teplice, Ústí nad Labem, Varnsdorf, Žatec","4101, 8103, 5101, 4202, 5102, 8108, 4102, 4204, 8111, 4104, 8114, 4209, 4106, 4212, 8120, 4107, 4213, 4214, 4215, 4216"
8101,Bílovec,40894,Nový Jičín,3140,Moravskoslezský kraj,5.8,6.3,8.0,6.0,5.7,14.1,13.2,14.6,13.8,14.3,5.3,3.9,8.2,3.2,3.2,1.4,1.4,1.8,0.8,1.7,"Beroun, Česká Třebová, Český Brod, Dvůr Králové nad Labem, Jindřichův Hradec, Kralovice, Kutná Hora, Lipník nad Bečvou, Moravský Krumlov, Nový Bydžov, Rakovník, Stod, Třeboň","2102, 5301, 2106, 5203, 3105, 3206, 2112, 7104, 6212, 5212, 2121, 3212, 3114"
8105,Frenštát pod Radhoštěm,40894,Nový Jičín,3140,Moravskoslezský kraj,4.4,6.3,8.0,6.0,3.8,12.2,13.2,14.6,13.8,13.0,1.2,3.9,8.2,3.2,1.6,1.0,1.4,1.8,0.8,0.7,"Blansko, Boskovice, Dobruška, Jilemnice, Lanškroun, Mnichovo Hradiště, Náměšť nad Oslavou, Nová Paka, Nové Město na Moravě, Nové Město nad Metují, Pelhřimov, Přeštice, Rosice, Světlá nad Sázavou, Telč, Turnov, Uherské Hradiště, Valašské Meziříčí, Vlašim, Vsetín","6201, 6202, 5202, 5104, 5306, 2116, 6107, 5210, 6108, 5211, 6110, 3210, 6214, 6111, 6112, 5109, 7207, 7210, 2125, 7212"
8112,Kopřivnice,40894,Nový Jičín,3140,Moravskoslezský kraj,6.7,6.3,8.0,6.0,5.4,12.9,13.2,14.6,13.8,13.9,2.8,3.9,8.2,3.2,2.7,0.8,1.4,1.8,0.8,1.3,"Břeclav, Dačice, Domažlice, Frýdek-Místek, Kralupy nad Vltavou, Kravaře, Kroměříž, Mladá Boleslav, Nepomuk, Nový Jičín, Nymburk, Nýřany, Olomouc, Písek, Prostějov, Semily, Soběslav, Strakonice, Uničov, Vodňany","6204, 3104, 3202, 8106, 2111, 8113, 7203, 2115, 3207, 8115, 2118, 3208, 7107, 3108, 7108, 5107, 3110, 3111, 7112, 3117"
8115,Nový Jičín,40894,Nový Jičín,3140,Moravskoslezský kraj,5.8,6.3,8.0,6.0,5.4,13.6,13.2,14.6,13.8,14.0,2.7,3.9,8.2,3.2,2.7,0.4,1.4,1.8,0.8,1.4,"Beroun, Bučovice, Domažlice, Kopřivnice, Kravaře, Kroměříž, Lipník nad Bečvou, Mladá Boleslav, Moravský Krumlov, Nepomuk, Olomouc, Písek, Prostějov, Semily, Soběslav, Stod, Strakonice, Uničov, Vodňany, Vrchlabí","2102, 6205, 3202, 8112, 8113, 7203, 7104, 2115, 6212, 3207, 7107, 3108, 7108, 5107, 3110, 3212, 3111, 7112, 3117, 5215"
8116,Odry,40894,Nový Jičín,3140,Moravskoslezský kraj,6.8,6.3,8.0,6.0,8.2,17.7,13.2,14.6,13.8,15.9,4.7,3.9,8.2,3.2,5.5,1.4,1.4,1.8,0.8,2.2,"Bohumín, Broumov, Český Krumlov, Jablonec nad Nisou, Jaroměř, Jeseník, Kaplice, Karlovy Vary, Liberec, Litoměřice, Lovosice, Mariánské Lázně, Mělník, Nový Bor, Přerov, Slaný, Stříbro, Šternberk, Tachov, Vítkov","8102, 5201, 3103, 5103, 5206, 7102, 3106, 4103, 5105, 4205, 4208, 4105, 2114, 5106, 7109, 2124, 3213, 7110, 3215, 8122"
8109,Hlučín,40908,Opava,3140,Moravskoslezský kraj,3.7,6.3,8.0,4.5,5.0,14.9,13.2,14.6,14.2,13.9,1.5,3.9,8.2,3.5,2.6,0.5,1.4,1.8,0.7,1.6,"Blatná, Břeclav, Dačice, Frýdek-Místek, Hranice, Ivančice, Jičín, Kralupy nad Vltavou, Kroměříž, Moravské Budějovice, Nymburk, Nýřany, Poděbrady, Pohořelice, Prostějov, Strakonice, Sušice, Tábor, Trhové Sviny, Vodňany","3101, 6204, 3104, 8106, 7101, 6208, 5207, 2111, 7203, 6106, 2118, 3208, 2119, 6213, 7108, 3111, 3214, 3112, 3113, 3117"
8113,Kravaře,40908,Opava,3140,Moravskoslezský kraj,2.9,6.3,8.0,4.5,5.7,14.5,13.2,14.6,14.2,13.9,1.2,3.9,8.2,3.5,2.7,0.7,1.4,1.8,0.7,1.2,"Břeclav, Bučovice, Domažlice, Frýdek-Místek, Kopřivnice, Kroměříž, Mladá Boleslav, Nepomuk, Nový Jičín, Nymburk, Nýřany, Olomouc, Písek, Prostějov, Semily, Soběslav, Strakonice, Uničov, Vodňany, Vrchlabí","6204, 6205, 3202, 8106, 8112, 7203, 2115, 3207, 8115, 2118, 3208, 7107, 3108, 7108, 5107, 3110, 3111, 7112, 3117, 5215"
8117,Opava,40908,Opava,3140,Moravskoslezský kraj,4.5,6.3,8.0,4.5,4.8,13.3,13.2,14.6,14.2,13.5,3.8,3.9,8.2,3.5,2.0,0.6,1.4,1.8,0.7,1.6,"Blatná, České Budějovice, Dobříš, Ivančice, Jičín, Kostelec nad Orlicí, Milevsko, Moravské Budějovice, Náchod, Otrokovice, Pardubice, Poděbrady, Pohořelice, Přelouč, Rokycany, Sedlčany, Trhové Sviny, Ústí nad Orlicí, Votice, Železný Brod","3101, 3102, 2107, 6208, 5207, 5208, 3107, 6106, 5209, 7205, 5309, 2119, 6213, 5311, 3211, 2123, 3113, 5313, 2126, 5110"
8122,Vítkov,40908,Opava,3140,Moravskoslezský kraj,9.0,6.3,8.0,4.5,9.4,18.9,13.2,14.6,14.2,16.6,12.0,3.9,8.2,3.5,6.5,2.6,1.4,1.8,0.7,2.5,"Bohumín, Broumov, Český Krumlov, Havířov, Cheb, Jablonec nad Nisou, Jeseník, Kaplice, Karlovy Vary, Krnov, Louny, Mariánské Lázně, Nový Bor, Odry, Ostrava, Podbořany, Rýmařov, Stříbro, Tachov, Tanvald","8102, 5201, 3103, 8108, 4102, 5103, 7102, 3106, 4103, 8114, 4207, 4105, 5106, 8116, 8119, 4210, 8120, 3213, 3215, 5108"
8119,Ostrava,40916,Ostrava-město,3140,Moravskoslezský kraj,10.4,6.3,8.0,10.4,9.7,14.5,13.2,14.6,14.5,17.2,14.0,3.9,8.2,14.0,6.8,3.4,1.4,1.8,3.4,2.6,"Bohumín, Broumov, Česká Lípa, Český Krumlov, Děčín, Havířov, Cheb, Jeseník, Karlovy Vary, Krnov, Louny, Mariánské Lázně, Nový Bor, Ostrov, Podbořany, Rýmařov, Stříbro, Tachov, Tanvald, Vítkov","8102, 5201, 5101, 3103, 4202, 8108, 4102, 7102, 4103, 8114, 4207, 4105, 5106, 4106, 4210, 8120, 3213, 3215, 5108, 8122"
1000,Praha,40924,Praha,3018,Hlavní město Praha,5.7,6.3,5.7,5.7,4.3,8.1,13.2,8.1,8.1,13.5,1.4,3.9,1.4,1.4,2.1,0.5,1.4,0.5,0.5,1.3,"Benešov, Blovice, Bystřice nad Pernštejnem, Holešov, Horažďovice, Hořice, Hořovice, Hradec Králové, Hustopeče, Chrudim, Klatovy, Konice, Kyjov, Litovel, Rychnov nad Kněžnou, Třebíč, Veselí nad Moravou, Vysoké Mýto, Vyškov, Zábřeh","2101, 3201, 6101, 7202, 3203, 5204, 2108, 5205, 6207, 5304, 3205, 7103, 6210, 7105, 5213, 6113, 6218, 5314, 6219, 7113"
